"22.
To Have and Have Not
(1944)",(1944),Passed,100 min,"Adventure, Comedy, Film-Noir",7.8,"90        
        Metascore","During World War II, American expatriate Harry Morgan helps transport a French Resistance leader and his beautiful wife to Martinique while romancing a sensuous lounge singer.","Votes:
36,758"
"23.
Out of the Past
(1947)",(1947),Approved,97 min,"Crime, Drama, Film-Noir",8.0,"85        
        Metascore","A private eye escapes his past to run a gas station in a small town, but his past catches up with him. Now he must return to the big city world of danger, corruption, double crosses, and duplicitous dames.","Votes:
39,283"
"28.
Spellbound
(1945)",(1945),Approved,111 min,"Film-Noir, Mystery, Romance",7.5,"79        
        Metascore",A psychiatrist protects the identity of an amnesia patient accused of murder while attempting to recover his memory.,"Votes:
50,521
| Gross:
$7.00M"
"29.
Scarface
(1932)",(1932),PG,93 min,"Action, Crime, Drama",7.7,"90        
        Metascore","An ambitious and nearly insane violent gangster climbs the ladder of success in the mob, but his weaknesses prove to be his downfall.","Votes:
29,252"
"31.
The Naked City
(1948)",(1948),Not Rated,96 min,"Crime, Drama, Film-Noir",7.6,"74        
        Metascore",A step-by-step look at a murder investigation on the streets of New York.,"Votes:
14,698"
"32.
Mildred Pierce
(1945)",(1945),Approved,111 min,"Crime, Drama, Film-Noir",7.9,"88        
        Metascore",A hard-working mother inches towards disaster as she divorces her husband and starts a successful restaurant business to support her spoiled daughter.,"Votes:
27,556"
"34.
Shadow of a Doubt
(1943)",(1943),Passed,108 min,"Film-Noir, Thriller",7.8,"94        
        Metascore","A teenage girl, overjoyed when her favorite uncle comes to visit the family in their quiet California town, slowly begins to suspect that he is in fact the ""Merry Widow"" killer sought by the authorities.","Votes:
68,116"
"35.
Sweet Smell of Success
(1957)",(1957),Approved,96 min,"Drama, Film-Noir",8.0,"100        
        Metascore",Powerful but unethical Broadway columnist J.J. Hunsecker coerces unscrupulous press agent Sidney Falco into breaking up his sister's romance with a jazz musician.,"Votes:
34,156"
"36.
Suspicion
(1941)",(1941),Approved,99 min,"Film-Noir, Mystery, Thriller",7.3,"83        
        Metascore","A shy young heiress marries a charming gentleman, and soon begins to suspect he is planning to murder her.","Votes:
40,567
| Gross:
$4.50M"
"39.
Niagara
(1953)",(1953),Not Rated,92 min,"Film-Noir, Thriller",7.0,"70        
        Metascore","As two couples are visiting Niagara Falls, tensions between one wife and her husband reach the level of murder.","Votes:
18,925"
"41.
The Postman Always Rings Twice
(1946)",(1946),Passed,113 min,"Crime, Drama, Film-Noir",7.4,"84        
        Metascore","A married woman and a drifter fall in love, then plot to murder her husband.","Votes:
22,069
| Gross:
$8.33M"
"47.
The Asphalt Jungle
(1950)",(1950),Passed,112 min,"Crime, Drama, Film-Noir",7.8,"85        
        Metascore","A major heist goes off as planned, but then double crosses, bad luck and solid police work cause everything to unravel.","Votes:
28,685"
"1.
Sound of Freedom
(2023)",(2023),PG-13,131 min,"Action, Biography, Drama",8.0,"43        
        Metascore",The incredible true story of a former government agent turned vigilante who embarks on a dangerous mission to rescue hundreds of children from sex traffickers.,"Votes:
31,345"
"2.
Oppenheimer
(2023)",(2023),R,180 min,"Biography, Drama, History",8.9,"89        
        Metascore",The story of American scientist J. Robert Oppenheimer and his role in the development of the atomic bomb.,"Votes:
72,077"
"5.
Babylon
(I) (2022)",(I) (2022),R,189 min,"Comedy, Drama, History",7.2,"60        
        Metascore","A tale of outsized ambition and outrageous excess, it traces the rise and fall of multiple characters during an era of unbridled decadence and depravity in early Hollywood.","Votes:
127,922"
"6.
Dunkirk
(2017)",(2017),PG-13,106 min,"Action, Drama, History",7.8,"94        
        Metascore","Allied soldiers from Belgium, the British Commonwealth and Empire, and France are surrounded by the German Army and evacuated during a fierce battle in World War II.","Votes:
690,899
| Gross:
$188.37M"
"7.
Tetris
(2023)",(2023),R,118 min,"Biography, Drama, History",7.4,"61        
        Metascore","The story of how one of the world's most popular video games found its way to players around the globe. Businessman Henk Rogers and Tetris inventor Alexey Pajitnov join forces in the USSR, risking it all to bring Tetris to the masses.","Votes:
61,373"
"8.
BlackBerry
(2023)",(2023),R,120 min,"Biography, Comedy, Drama",7.4,"80        
        Metascore",The story of the meteoric rise and catastrophic demise of the world's first smartphone.,"Votes:
16,176"
"9.
Schindler's List
(1993)",(1993),R,195 min,"Biography, Drama, History",9.0,"95        
        Metascore","In German-occupied Poland during World War II, industrialist Oskar Schindler gradually becomes concerned for his Jewish workforce after witnessing their persecution by the Nazis.","Votes:
1,394,645
| Gross:
$96.90M"
"10.
Hacksaw Ridge
(2016)",(2016),R,139 min,"Biography, Drama, History",8.1,"71        
        Metascore","World War II American Army Medic Desmond T. Doss, who served during the Battle of Okinawa, refuses to kill people and becomes the first man in American history to receive the Medal of Honor without firing a shot.","Votes:
556,987
| Gross:
$67.21M"
"11.
The Big Short
(2015)",(2015),R,130 min,"Biography, Comedy, Drama",7.8,"81        
        Metascore","In 2006-2007 a group of investors bet against the United States mortgage market. In their research, they discover how flawed and corrupt the market is.","Votes:
452,219
| Gross:
$70.26M"
"12.
The Northman
(2022)",(2022),R,137 min,"Action, Adventure, Drama",7.0,"82        
        Metascore",A young Viking prince is on a quest to avenge his father's murder.,"Votes:
231,762
| Gross:
$34.23M"
"13.
Amsterdam
(2022)",(2022),R,134 min,"Comedy, Drama, History",6.1,"48        
        Metascore","In the 1930s, three friends witness a murder, are framed for it, and uncover one of the most outrageous plots in American history.","Votes:
80,253"
"14.
The Last Duel
(2021)",(2021),R,152 min,"Action, Drama, History",7.4,"67        
        Metascore",King Charles VI declares that Knight Jean de Carrouges settle his dispute with his squire by challenging him to a duel.,"Votes:
167,938
| Gross:
$10.85M"
"15.
The Woman King
(2022)",(2022),PG-13,135 min,"Action, Drama, History",6.9,"77        
        Metascore","A historical epic inspired by true events that took place in The Kingdom of Dahomey, one of the most powerful states of Africa in the 18th and 19th centuries.","Votes:
65,068
| Gross:
$67.33M"
"16.
Braveheart
(1995)",(1995),R,178 min,"Biography, Drama, History",8.3,"68        
        Metascore",Scottish warrior William Wallace leads his countrymen in a rebellion to free his homeland from the tyranny of King Edward I of England.,"Votes:
1,061,089
| Gross:
$75.60M"
"17.
Flamin' Hot
(2023)",(2023),PG-13,99 min,"Biography, Drama, History",6.9,"58        
        Metascore","This is the inspiring ""true"" story of Richard Montañez who, as a Frito Lay janitor, disrupted the food industry by channeling his Mexican heritage to turn Flamin' Hot Cheetos from a snack into an iconic global pop culture phenomenon.","Votes:
10,542"
"18.
Black Hawk Down
(2001)",(2001),R,144 min,"Action, Drama, History",7.7,"74        
        Metascore","The story of 160 elite U.S. soldiers who dropped into Mogadishu in October 1993 to capture two top lieutenants of a renegade warlord, but found themselves in a desperate battle with a large force of heavily armed Somalis.","Votes:
409,988
| Gross:
$108.64M"
"19.
Tombstone
(1993)",(1993),R,130 min,"Biography, Drama, History",7.8,"50        
        Metascore","A successful lawman's plans to retire anonymously in Tombstone, Arizona are disrupted by the kind of outlaws he was famous for eliminating.","Votes:
157,546
| Gross:
$56.51M"
"20.
Kingdom of Heaven
(2005)",(2005),R,144 min,"Action, Adventure, Drama",7.2,"63        
        Metascore","Balian of Ibelin travels to Jerusalem during the Crusades of the 12th century, and there he finds himself as the defender of the city and its people.","Votes:
298,660
| Gross:
$47.40M"
"21.
Blonde
(2022)",(2022),NC-17,167 min,"Drama, History, Romance",5.5,"50        
        Metascore","The story of American actress Marilyn Monroe, covering her love and professional lives.","Votes:
67,254"
"22.
The Patriot
(2000)",(2000),R,165 min,"Action, Drama, History",7.2,"63        
        Metascore",Peaceful farmer Benjamin Martin is driven to lead the Colonial Militia during the American Revolution when a sadistic British officer murders his son.,"Votes:
284,809
| Gross:
$113.33M"
"23.
Hidden Figures
(2016)",(2016),PG,127 min,"Biography, Drama, History",7.8,"74        
        Metascore",The story of a team of female African-American mathematicians who served a vital role in NASA during the early years of the U.S. space program.,"Votes:
243,046
| Gross:
$169.61M"
"24.
Hamilton
(2020)",(2020),PG-13,160 min,"Biography, Drama, History",8.3,"89        
        Metascore","The real life of one of America's foremost founding fathers and first Secretary of the Treasury, Alexander Hamilton. Captured live on Broadway from the Richard Rodgers Theater with the original Broadway cast.","Votes:
103,565"
"25.
The King
(I) (2019)",(I) (2019),R,140 min,"Biography, Drama, History",7.3,"62        
        Metascore","Hal, wayward prince and heir to the English throne, is crowned King Henry V after his tyrannical father dies. Now the young king must navigate palace politics, the war his father left behind, and the emotional strings of his past life.","Votes:
140,444"
"26.
The Thin Red Line
(1998)",(1998),R,170 min,"Drama, History, War",7.6,"78        
        Metascore","Adaptation of James Jones' autobiographical 1962 novel, focusing on the conflict at Guadalcanal during the second World War.","Votes:
193,907
| Gross:
$36.40M"
"27.
Pearl Harbor
(2001)",(2001),PG-13,183 min,"Action, Drama, History",6.2,"44        
        Metascore",A tale of war and romance mixed in with history. The story follows two lifelong friends and a beautiful nurse who are caught up in the horror of an infamous Sunday morning in 1941.,"Votes:
342,731
| Gross:
$198.54M"
"28.
The Impossible
(2012)",(2012),PG-13,114 min,"Adventure, Drama, History",7.5,"73        
        Metascore",The story of a tourist family in Thailand caught in the destruction and chaotic aftermath of the 2004 Indian Ocean tsunami.,"Votes:
232,241
| Gross:
$19.02M"
"29.
Chevalier
(2022)",(2022),PG-13,108 min,"Biography, Drama, History",6.5,"67        
        Metascore","Based on factual story of composer Joseph Bologne, Chevalier de Saint-Georges, the illegitimate son of an African enslaved and a French plantation owner, who rises to heights in French society as a composer before an ill-fated love affair.","Votes:
4,209"
"32.
Greyhound
(2020)",(2020),PG-13,91 min,"Action, Drama, History",7.0,"64        
        Metascore","Several months after the U.S. entry into World War II, an inexperienced U.S. Navy commander must lead an Allied convoy being stalked by a German submarine wolf pack.","Votes:
105,074"
"33.
Boston Strangler
(2023)",(2023),R,112 min,"Crime, Drama, History",6.5,"58        
        Metascore",Loretta McLaughlin was the reporter who first connected the murders and broke the story of the Boston Strangler. She and Jean Cole challenged the sexism of the early 1960s to report on the city's most notorious serial killer.,"Votes:
26,170"
"34.
Midway
(2019)",(2019),PG-13,138 min,"Action, Drama, History",6.7,"47        
        Metascore","The story of the Battle of Midway, told by the leaders and the sailors who fought it.","Votes:
90,496
| Gross:
$56.85M"
"35.
The Favourite
(2018)",(2018),R,119 min,"Biography, Comedy, Drama",7.5,"91        
        Metascore","In early 18th-century England, the status quo at the court is upset when a new servant arrives and endears herself to a frail Queen Anne.","Votes:
209,933
| Gross:
$34.37M"
"36.
13 Hours
(2016)",(2016),R,144 min,"Action, Drama, History",7.3,"48        
        Metascore","During an attack on a U.S. compound in Libya, a security team struggles to make sense out of the chaos.","Votes:
152,023
| Gross:
$52.85M"
"37.
The Last Kingdom: Seven Kings Must Die
(2023)",(2023),TV-MA,111 min,"Action, Drama, History",6.9,"48        
        Metascore","In the wake of King Edward's death, Uhtred of Bebbanburg and his comrades adventure across a fractured kingdom in the hopes of uniting England at last.","Votes:
29,449"
"38.
Little Boy
(2015)",(2015),PG-13,106 min,"Drama, History, War",7.3,"30        
        Metascore",An eight-year-old boy is willing to do whatever it takes to end World War II so he can bring his father home. The story reveals the indescribable love a father has for his little boy and the love a son has for his father.,"Votes:
23,725
| Gross:
$6.42M"
"41.
Bridge of Spies
(2015)",(2015),PG-13,142 min,"Drama, History, Thriller",7.6,"81        
        Metascore","During the Cold War, an American lawyer is recruited to defend an arrested Soviet spy in court, and then help the CIA facilitate an exchange of the spy for the Soviet captured American U2 spy plane pilot, Francis Gary Powers.","Votes:
320,089
| Gross:
$72.31M"
"42.
JFK
(1991)",(1991),R,189 min,"Drama, History, Thriller",8.0,"72        
        Metascore",New Orleans District Attorney Jim Garrison discovers there's more to the Kennedy assassination than the official story.,"Votes:
163,181
| Gross:
$70.41M"
"43.
Downfall
(2004)",(2004),R,156 min,"Biography, Drama, History",8.2,"82        
        Metascore","Traudl Junge, the final secretary for Adolf Hitler, tells of the Nazi dictator's final days in his Berlin bunker at the end of WWII.","Votes:
364,367
| Gross:
$5.51M"
"44.
12 Strong
(2018)",(2018),R,130 min,"Action, Drama, History",6.5,"54        
        Metascore","12 Strong tells the story of the first Special Forces team deployed to Afghanistan after 9/11; under the leadership of a new captain, the team must work with an Afghan warlord to take down the Taliban.","Votes:
87,537
| Gross:
$45.82M"
"46.
Zero Dark Thirty
(2012)",(2012),R,157 min,"Drama, History, Thriller",7.4,"95        
        Metascore","A chronicle of the decade-long hunt for al-Qaeda terrorist leader Osama bin Laden after the September 2001 attacks, and his death at the hands of the Navy S.E.A.L.s Team 6 in May 2011.","Votes:
310,751
| Gross:
$95.72M"
"47.
12 Years a Slave
(2013)",(2013),R,134 min,"Biography, Drama, History",8.1,"96        
        Metascore","In the antebellum United States, Solomon Northup, a free black man from upstate New York, is abducted and sold into slavery.","Votes:
719,717
| Gross:
$56.67M"
"48.
Emily
(2022)",(2022),R,130 min,"Biography, Drama, History",6.8,"75        
        Metascore","""Emily"" imagines the transformative, exhilarating, and uplifting journey to womanhood of a rebel and a misfit, one of the world's most famous, enigmatic, and provocative writers, who died, too soon, at age 30.","Votes:
5,626"
"49.
12 Mighty Orphans
(2021)",(2021),PG-13,118 min,"History, Sport",6.9,"44        
        Metascore","Haunted by his mysterious past, a devoted high-school football coach leads a scrawny team of orphans to the state championship during the Great Depression and inspires a broken nation along the way.","Votes:
7,128"
"1.
Insidious: The Red Door
(2023)",(2023),PG-13,107 min,"Horror, Mystery, Thriller",6.0,"45        
        Metascore",The Lamberts must go deeper into The Further than ever before to put their demons to rest once and for all.,"Votes:
12,965"
"2.
Bird Box: Barcelona
(2023)",(2023),TV-MA,112 min,"Horror, Mystery, Sci-Fi",5.3,"47        
        Metascore","After an entity of mysterious origin annihilates the world's population causing those who observe it to take their lives, Sebastián and his daughter begin their own great adventure of survival in Barcelona.","Votes:
10,236"
"3.
Evil Dead Rise
(2023)",(2023),R,96 min,Horror,6.6,"69        
        Metascore","A twisted tale of two estranged sisters whose reunion is cut short by the rise of flesh-possessing demons, thrusting them into a primal battle for survival as they face the most nightmarish version of family imaginable.","Votes:
99,141"
"6.
X
(II) (2022)",(II) (2022),R,105 min,"Horror, Mystery, Thriller",6.6,"79        
        Metascore","In 1979, a group of young filmmakers set out to make an adult film in rural Texas, but when their reclusive, elderly hosts catch them in the act, the cast find themselves fighting for their lives.","Votes:
137,000"
"7.
The Blackening
(2022)",(2022),R,97 min,"Comedy, Horror, Thriller",6.0,"69        
        Metascore",Seven Black friends go away for the weekend and end up trapped in a cabin with a killer who has a vendetta. Will their street smarts and knowledge of horror movies help them stay alive? Probably not.,"Votes:
7,085"
"8.
Insidious
(I) (2010)",(I) (2010),PG-13,103 min,"Horror, Mystery, Thriller",6.8,"52        
        Metascore",A family looks to prevent evil spirits from trapping their comatose child in a realm called The Further.,"Votes:
323,863
| Gross:
$54.01M"
"9.
Scream VI
(2023)",(2023),R,122 min,"Horror, Mystery, Thriller",6.6,"61        
        Metascore","In the next installment, the survivors of the Ghostface killings leave Woodsboro behind and start a fresh chapter in New York City.","Votes:
89,870"
"10.
Bone Tomahawk
(2015)",(2015),Not Rated,132 min,"Drama, Horror, Western",7.1,"72        
        Metascore","In the dying days of the old west, an elderly sheriff and his posse set out to rescue their town's doctor from cannibalistic cave dwellers.","Votes:
109,493"
"11.
Run Rabbit Run
(2023)",(2023),TV-MA,100 min,"Horror, Thriller",5.0,"52        
        Metascore","Sarah Snook plays a fertility doctor who believes firmly in life and death, but after noticing the strange behavior of her young daughter, she must challenge her own values and confront a ghost from her past.","Votes:
6,754"
"12.
Beau Is Afraid
(2023)",(2023),R,179 min,"Comedy, Drama, Horror",6.9,"63        
        Metascore","Following the sudden death of his mother, a mild-mannered but anxiety-ridden man confronts his darkest fears as he embarks on an epic, Kafkaesque odyssey back home.","Votes:
32,625"
"14.
Talk to Me
(I) (2022)",(I) (2022),R,94 min,"Horror, Thriller",7.5,"73        
        Metascore","When a group of friends discover how to conjure spirits using an embalmed hand, they become hooked on the new thrill, until one of them goes too far and unleashes terrifying supernatural forces.","Votes:
1,255"
"16.
The Menu
(2022)",(2022),R,107 min,"Comedy, Horror, Thriller",7.2,"71        
        Metascore","A young couple travels to a remote island to eat at an exclusive restaurant where the chef has prepared a lavish menu, with some shocking surprises.","Votes:
334,100"
"17.
Infinity Pool
(2023)",(2023),R,117 min,"Crime, Horror, Mystery",6.1,"72        
        Metascore","James and Em Foster are enjoying an all-inclusive beach vacation in the fictional island of La Tolqa, when a fatal accident exposes the resort's perverse subculture of hedonistic tourism, reckless violence and surreal horrors.","Votes:
36,613"
"19.
The Pope's Exorcist
(2023)",(2023),R,103 min,"Horror, Thriller",6.1,"45        
        Metascore","Follow Gabriele Amorth, the Vatican's leading exorcist, as he investigates the possession of a child and uncovers a conspiracy the Vatican has tried to keep secret.","Votes:
47,000"
"20.
Midsommar
(2019)",(2019),R,148 min,"Drama, Horror, Mystery",7.1,"72        
        Metascore",A couple travels to Northern Europe to visit a rural hometown's fabled Swedish mid-summer festival. What begins as an idyllic retreat quickly devolves into an increasingly violent and bizarre competition at the hands of a pagan cult.,"Votes:
360,034
| Gross:
$27.33M"
"21.
Annihilation
(I) (2018)",(I) (2018),R,115 min,"Adventure, Drama, Horror",6.8,"79        
        Metascore","A biologist signs up for a dangerous, secret expedition into a mysterious zone where the laws of nature don't apply.","Votes:
343,780
| Gross:
$32.73M"
"22.
God Is a Bullet
(2023)",(2023),18+,156 min,"Action, Crime, Horror",5.4,"31        
        Metascore","Taking matters into his own hands, Detective Bob Hightower tries to infiltrate an evil cult to save his kidnapped daughter and avenge the murder of his wife.","Votes:
1,393"
"23.
Renfield
(2023)",(2023),R,93 min,"Comedy, Fantasy, Horror",6.4,"53        
        Metascore","Renfield, Dracula's henchman and inmate at the lunatic asylum for decades, longs for a life away from the Count, his various demands, and all of the bloodshed that comes with them.","Votes:
58,392"
"24.
M3GAN
(2022)",(2022),PG-13,102 min,"Horror, Sci-Fi, Thriller",6.4,"72        
        Metascore",A robotics engineer at a toy company builds a life-like doll that begins to take on a life of its own.,"Votes:
113,161
| Gross:
$93.88M"
"25.
Insidious: The Last Key
(2018)",(2018),PG-13,103 min,"Horror, Mystery, Thriller",5.7,"49        
        Metascore","Parapsychologist Dr. Elise Rainier faces her most fearsome and personal haunting yet, as she is drawn back to her ghostly childhood home where the terror began.","Votes:
65,877
| Gross:
$67.75M"
"26.
The Meg
(2018)",(2018),PG-13,113 min,"Action, Horror, Sci-Fi",5.6,"46        
        Metascore",A group of scientists exploring the Marianas Trench encounter the largest marine predator that has ever existed - the Megalodon.,"Votes:
183,529
| Gross:
$143.01M"
"27.
Insidious: Chapter 2
(2013)",(2013),PG-13,106 min,"Horror, Mystery, Thriller",6.5,"40        
        Metascore","The Lamberts believe that they have defeated the spirits that have haunted their family, but they soon discover that evil is not beaten so easily.","Votes:
180,099
| Gross:
$83.59M"
"28.
Bird Box
(2018)",(2018),R,124 min,"Horror, Mystery, Sci-Fi",6.6,"51        
        Metascore","Five years after an ominous unseen presence drives most of society to suicide, a mother and her two children make a desperate bid to reach safety.","Votes:
364,726"
"29.
Scream
(I) (2022)",(I) (2022),R,114 min,"Horror, Mystery, Thriller",6.3,"60        
        Metascore","25 years after a streak of brutal murders shocked the quiet town of Woodsboro, Calif., a new killer dons the Ghostface mask and begins targeting a group of teenagers to resurrect secrets from the town's deadly past.","Votes:
140,840
| Gross:
$81.64M"
"30.
Pearl
(2022)",(2022),R,103 min,"Drama, Horror, Thriller",7.0,"76        
        Metascore","In 1918, a young woman on the brink of madness pursues stardom in a desperate attempt to escape the drudgery, isolation and lovelessness of life on her parents' farm.","Votes:
65,199"
"31.
Insidious: Chapter 3
(2015)",(2015),PG-13,97 min,"Horror, Mystery, Thriller",6.1,"52        
        Metascore",A prequel set before the haunting of the Lambert family that reveals how gifted psychic Elise Rainier reluctantly agrees to use her ability to contact the dead in order to help a teenage girl who has been targeted by a dangerous supernatural entity.,"Votes:
111,561
| Gross:
$52.22M"
"32.
Ghoulies
(1984)",(1984),PG-13,81 min,"Comedy, Fantasy, Horror",4.1,"26        
        Metascore","A young man and his girlfriend move into an old mansion home, where he becomes possessed by a desire to control ancient demons.","Votes:
9,910
| Gross:
$35.00M"
"34.
Alien
(1979)",(1979),R,117 min,"Horror, Sci-Fi",8.5,"89        
        Metascore",The crew of a commercial spacecraft encounters a deadly lifeform after investigating an unknown transmission.,"Votes:
910,238
| Gross:
$78.90M"
"35.
28 Days Later
(2002)",(2002),R,113 min,"Drama, Horror, Sci-Fi",7.5,"73        
        Metascore","Four weeks after a mysterious, incurable virus spreads throughout the UK, a handful of survivors try to find sanctuary.","Votes:
427,584
| Gross:
$45.06M"
"36.
Barbarian
(2022)",(2022),R,102 min,"Horror, Mystery, Thriller",7.0,"78        
        Metascore",A woman staying at an Airbnb discovers that the house she has rented is not what it seems.,"Votes:
153,986"
"37.
American Psycho
(2000)",(2000),R,102 min,"Crime, Drama, Horror",7.6,"64        
        Metascore","A wealthy New York City investment banking executive, Patrick Bateman, hides his alternate psychopathic ego from his co-workers and friends as he delves deeper into his violent, hedonistic fantasies.","Votes:
664,870
| Gross:
$15.07M"
"38.
The Nun
(2018)",(2018),R,96 min,"Horror, Mystery, Thriller",5.3,"46        
        Metascore",A priest with a haunted past and a novice on the threshold of her final vows are sent by the Vatican to investigate the death of a young nun in Romania and confront a malevolent force in the form of a demonic nun.,"Votes:
149,894
| Gross:
$117.45M"
"39.
Nope
(2022)",(2022),R,130 min,"Horror, Mystery, Sci-Fi",6.8,"77        
        Metascore",The residents of a lonely gulch in inland California bear witness to an uncanny and chilling discovery.,"Votes:
236,918
| Gross:
$123.28M"
"40.
The Descent
(2005)",(2005),R,99 min,"Adventure, Horror, Thriller",7.2,"71        
        Metascore","A caving expedition goes horribly wrong, as the explorers become trapped and ultimately pursued by a strange breed of predators.","Votes:
235,179
| Gross:
$26.02M"
"41.
The Boogeyman
(I) (2023)",(I) (2023),PG-13,98 min,"Horror, Mystery, Thriller",6.1,"55        
        Metascore","Still reeling from the tragic death of their mother, a teenage girl and her younger sister find themselves plagued by a sadistic presence in their house and struggle to get their grieving father to pay attention before it's too late.","Votes:
11,145"
"42.
The Wrath of Becky
(2023)",(2023),R,84 min,"Action, Horror, Thriller",6.0,"51        
        Metascore","Two years after escaping a violent attack, a teenage girl must defend herself against a terrorist cell.","Votes:
5,297"
"43.
The Conjuring
(2013)",(2013),R,112 min,"Horror, Mystery, Thriller",7.5,"68        
        Metascore",Paranormal investigators Ed and Lorraine Warren work to help a family terrorized by a dark presence in their farmhouse.,"Votes:
529,258
| Gross:
$137.40M"
"44.
Hereditary
(2018)",(2018),R,127 min,"Drama, Horror, Mystery",7.3,"87        
        Metascore",A grieving family is haunted by tragic and disturbing occurrences.,"Votes:
347,088
| Gross:
$44.07M"
"45.
Old
(2021)",(2021),PG-13,108 min,"Drama, Horror, Mystery",5.8,"55        
        Metascore","A vacationing family discovers that the secluded beach where they're relaxing for a few hours is somehow causing them to age rapidly, reducing their entire lives into a single day.","Votes:
143,193
| Gross:
$48.28M"
"46.
Knock at the Cabin
(2023)",(2023),R,100 min,"Horror, Mystery, Thriller",6.1,"63        
        Metascore","While vacationing, a girl and her parents are taken hostage by armed strangers who demand that the family make a choice to avert the apocalypse.","Votes:
84,438"
"48.
The Shining
(1980)",(1980),R,146 min,"Drama, Horror",8.4,"66        
        Metascore","A family heads to an isolated hotel for the winter where a sinister presence influences the father into violence, while his psychic son sees horrific forebodings from both past and future.","Votes:
1,057,817
| Gross:
$44.02M"
"49.
A Quiet Place Part II
(2020)",(2020),PG-13,97 min,"Drama, Horror, Sci-Fi",7.2,"71        
        Metascore","Following the events at home, the Abbott family now face the terrors of the outside world. Forced to venture into the unknown, they realize the creatures that hunt by sound are not the only threats lurking beyond the sand path.","Votes:
251,952
| Gross:
$160.07M"
"2.
Whiplash
(2014)",(2014),R,106 min,"Drama, Music",8.5,"89        
        Metascore",A promising young drummer enrolls at a cut-throat music conservatory where his dreams of greatness are mentored by an instructor who will stop at nothing to realize a student's potential.,"Votes:
916,553
| Gross:
$13.09M"
"3.
Weird: The Al Yankovic Story
(2022)",(2022),TV-14,108 min,"Comedy, Crime, Music",6.9,"70        
        Metascore","Explores every facet of Yankovic's life, from his meteoric rise to fame with early hits like 'Eat It' and 'Like a Surgeon' to his torrid celebrity love affairs and famously depraved lifestyle.","Votes:
32,017"
"4.
Pitch Perfect
(2012)",(2012),PG-13,112 min,"Comedy, Music, Romance",7.1,"66        
        Metascore","Beca, a freshman at Barden University, is cajoled into joining The Bellas, her school's all-girls singing group. Injecting some much needed energy into their repertoire, The Bellas take on their male rivals in a campus competition.","Votes:
319,627
| Gross:
$65.00M"
"5.
A Star Is Born
(2018)",(2018),R,136 min,"Drama, Music, Romance",7.6,"88        
        Metascore",A musician helps a young singer find fame as age and alcoholism send his own career into a downward spiral.,"Votes:
401,144
| Gross:
$215.29M"
"6.
La La Land
(2016)",(2016),PG-13,128 min,"Comedy, Drama, Music",8.0,"94        
        Metascore","While navigating their careers in Los Angeles, a pianist and an actress fall in love while attempting to reconcile their aspirations for the future.","Votes:
622,264
| Gross:
$151.10M"
"7.
Bohemian Rhapsody
(2018)",(2018),PG-13,134 min,"Biography, Drama, Music",7.9,"49        
        Metascore","The story of the legendary British rock band Queen and lead singer Freddie Mercury, leading up to their famous performance at Live Aid (1985).","Votes:
560,700
| Gross:
$216.43M"
"8.
Amadeus
(1984)",(1984),R,160 min,"Biography, Drama, Music",8.4,"88        
        Metascore","The life, success and troubles of Wolfgang Amadeus Mozart, as told by Antonio Salieri, the contemporaneous composer who was deeply jealous of Mozart's talent and claimed to have murdered him.","Votes:
412,584
| Gross:
$51.97M"
"9.
Tár
(2022)",(2022),R,158 min,"Drama, Music",7.5,"92        
        Metascore","Set in the international world of Western classical music, the film centers on Lydia Tár, widely considered one of the greatest living composer-conductors and the very first female director of a major German orchestra.","Votes:
77,277"
"10.
Green Book
(2018)",(2018),PG-13,130 min,"Biography, Comedy, Drama",8.2,"69        
        Metascore",A working-class Italian-American bouncer becomes the driver for an African-American classical pianist on a tour of venues through the 1960s American South.,"Votes:
526,157
| Gross:
$85.08M"
"11.
Baby Driver
(2017)",(2017),R,113 min,"Action, Crime, Drama",7.6,"86        
        Metascore","After being coerced into working for a crime boss, a young getaway driver finds himself taking part in a heist doomed to fail.","Votes:
573,602
| Gross:
$107.83M"
"12.
Elvis
(2022)",(2022),PG-13,159 min,"Biography, Drama, Music",7.3,"64        
        Metascore","The life of American music icon Elvis Presley, from his childhood to becoming a rock and movie star in the 1950s while maintaining a complex relationship with his manager, Colonel Tom Parker.","Votes:
211,976
| Gross:
$151.04M"
"13.
The Pianist
(2002)",(2002),R,150 min,"Biography, Drama, Music",8.5,"85        
        Metascore",A Polish Jewish musician struggles to survive the destruction of the Warsaw ghetto of World War II.,"Votes:
864,295
| Gross:
$32.57M"
"14.
Ocean's Eleven
(1960)",(1960),Approved,127 min,"Comedy, Crime, Music",6.5,"57        
        Metascore",Danny Ocean gathers a group of his World War II compatriots to pull off the ultimate Las Vegas heist. Together the eleven friends plan to rob five Las Vegas casinos in one night.,"Votes:
24,324
| Gross:
$12.32M"
"15.
Yesterday
(III) (2019)",(III) (2019),PG-13,116 min,"Comedy, Fantasy, Music",6.8,"55        
        Metascore",A struggling musician realizes he's the only person on Earth who can remember The Beatles after waking up in an alternate reality where they never existed.,"Votes:
160,098
| Gross:
$73.29M"
"16.
Human Traffic
(1999)",(1999),R,99 min,"Comedy, Music",7.1,"53        
        Metascore",Five youngsters embrace the 90s clubbing scene on a drug-fuelled weekend of partying in Cardiff.,"Votes:
25,977
| Gross:
$0.10M"
