Movie Title,Rating,Runtime,Genres,IMDB User Rating,Metascore Rating,Description,Number of Votes
"22.
To Have and Have Not
(1944)",Passed,100 min,"Adventure, Comedy, Film-Noir",7.8,"90        
        ","During World War II, American expatriate Harry Morgan helps transport a French Resistance leader and his beautiful wife to Martinique while romancing a sensuous lounge singer.","Votes:
36,723"
"23.
Mildred Pierce
(1945)",Approved,111 min,"Crime, Drama, Film-Noir",7.9,"88        
        ",A hard-working mother inches towards disaster as she divorces her husband and starts a successful restaurant business to support her spoiled daughter.,"Votes:
27,539"
"24.
Niagara
(1953)",Not Rated,92 min,"Film-Noir, Thriller",7,"70        
        ","As two couples are visiting Niagara Falls, tensions between one wife and her husband reach the level of murder.","Votes:
18,904"
"25.
The Naked City
(1948)",Not Rated,96 min,"Crime, Drama, Film-Noir",7.6,"74        
        ",A step-by-step look at a murder investigation on the streets of New York.,"Votes:
14,675"
"26.
Sweet Smell of Success
(1957)",Approved,96 min,"Drama, Film-Noir",8,"100        
        ",Powerful but unethical Broadway columnist J.J. Hunsecker coerces unscrupulous press agent Sidney Falco into breaking up his sister's romance with a jazz musician.,"Votes:
34,123"
"28.
The Postman Always Rings Twice
(1946)",Passed,113 min,"Crime, Drama, Film-Noir",7.4,"84        
        ","A married woman and a drifter fall in love, then plot to murder her husband.","Votes:
22,057
| Gross:
$8.33M"
"30.
Scarface
(1932)",PG,93 min,"Action, Crime, Drama",7.7,"90        
        ","An ambitious and nearly insane violent gangster climbs the ladder of success in the mob, but his weaknesses prove to be his downfall.","Votes:
29,235"
"33.
Suspicion
(1941)",Approved,99 min,"Film-Noir, Mystery, Thriller",7.3,"83        
        ","A shy young heiress marries a charming gentleman, and soon begins to suspect he is planning to murder her.","Votes:
40,534
| Gross:
$4.50M"
"35.
The Asphalt Jungle
(1950)",Passed,112 min,"Crime, Drama, Film-Noir",7.8,"85        
        ","A major heist goes off as planned, but then double crosses, bad luck and solid police work cause everything to unravel.","Votes:
28,669"
"41.
Don't Bother to Knock
(1952)",Passed,76 min,"Drama, Film-Noir, Mystery",6.8,"61        
        ","After being dumped by his girlfriend, an airline pilot pursues a babysitter in his hotel and gradually realizes she's dangerous.","Votes:
8,034"
"47.
The Wrong Man
(1956)",Not Rated,105 min,"Drama, Film-Noir",7.4,"83        
        ","In 1953, an innocent man named Christopher Emanuel ""Manny"" Balestrero is arrested after being mistaken for an armed robber.","Votes:
30,025"
"1.
Sound of Freedom
(2023)",PG-13,131 min,"Action, Biography, Drama",8.2,"43        
        ",The incredible true story of a former government agent turned vigilante who embarks on a dangerous mission to rescue hundreds of children from sex traffickers.,"Votes:
22,491"
"4.
Babylon
(I) (2022)",R,189 min,"Comedy, Drama, History",7.2,"60        
        ","A tale of outsized ambition and outrageous excess, it traces the rise and fall of multiple characters during an era of unbridled decadence and depravity in early Hollywood.","Votes:
125,881"
"5.
The Patriot
(2000)",R,165 min,"Action, Drama, History",7.2,"63        
        ",Peaceful farmer Benjamin Martin is driven to lead the Colonial Militia during the American Revolution when a sadistic British officer murders his son.,"Votes:
284,512
| Gross:
$113.33M"
"6.
BlackBerry
(2023)",R,120 min,"Biography, Comedy, Drama",7.4,"80        
        ",The story of the meteoric rise and catastrophic demise of the world's first smartphone.,"Votes:
15,408"
"8.
Tetris
(2023)",R,118 min,"Biography, Drama, History",7.4,"61        
        ","The story of how one of the world's most popular video games found its way to players around the globe. Businessman Henk Rogers and Tetris inventor Alexey Pajitnov join forces in the USSR, risking it all to bring Tetris to the masses.","Votes:
60,366"
"9.
Flamin' Hot
(2023)",PG-13,99 min,"Biography, Drama, History",6.9,"58        
        ","This is the inspiring ""true"" story of Richard Montañez who, as a Frito Lay janitor, disrupted the food industry by channeling his Mexican heritage to turn Flamin' Hot Cheetos from a snack into an iconic global pop culture phenomenon.","Votes:
10,183"
"10.
The Woman King
(2022)",PG-13,135 min,"Action, Drama, History",6.9,"77        
        ","A historical epic inspired by true events that took place in The Kingdom of Dahomey, one of the most powerful states of Africa in the 18th and 19th centuries.","Votes:
64,751
| Gross:
$67.33M"
"11.
Tombstone
(1993)",R,130 min,"Biography, Drama, History",7.8,"50        
        ","A successful lawman's plans to retire anonymously in Tombstone, Arizona are disrupted by the kind of outlaws he was famous for eliminating.","Votes:
157,412
| Gross:
$56.51M"
"12.
Schindler's List
(1993)",R,195 min,"Biography, Drama, History",9,"95        
        ","In German-occupied Poland during World War II, industrialist Oskar Schindler gradually becomes concerned for his Jewish workforce after witnessing their persecution by the Nazis.","Votes:
1,393,198
| Gross:
$96.90M"
"13.
Dunkirk
(2017)",PG-13,106 min,"Action, Drama, History",7.8,"94        
        ","Allied soldiers from Belgium, the British Commonwealth and Empire, and France are surrounded by the German Army and evacuated during a fierce battle in World War II.","Votes:
688,529
| Gross:
$188.37M"
"14.
Amsterdam
(2022)",R,134 min,"Comedy, Drama, History",6.1,"48        
        ","In the 1930s, three friends witness a murder, are framed for it, and uncover one of the most outrageous plots in American history.","Votes:
79,859"
"15.
Hacksaw Ridge
(2016)",R,139 min,"Biography, Drama, History",8.1,"71        
        ","World War II American Army Medic Desmond T. Doss, who served during the Battle of Okinawa, refuses to kill people and becomes the first man in American history to receive the Medal of Honor without firing a shot.","Votes:
555,890
| Gross:
$67.21M"
"16.
The Big Short
(2015)",R,130 min,"Biography, Comedy, Drama",7.8,"81        
        ","In 2006-2007 a group of investors bet against the United States mortgage market. In their research, they discover how flawed and corrupt the market is.","Votes:
451,475
| Gross:
$70.26M"
"18.
Bridge of Spies
(2015)",PG-13,142 min,"Drama, History, Thriller",7.6,"81        
        ","During the Cold War, an American lawyer is recruited to defend an arrested Soviet spy in court, and then help the CIA facilitate an exchange of the spy for the Soviet captured American U2 spy plane pilot, Francis Gary Powers.","Votes:
319,892
| Gross:
$72.31M"
"19.
The Northman
(2022)",R,137 min,"Action, Adventure, Drama",7,"82        
        ",A young Viking prince is on a quest to avenge his father's murder.,"Votes:
231,328
| Gross:
$34.23M"
"20.
Hamilton
(2020)",PG-13,160 min,"Biography, Drama, History",8.3,"89        
        ","The real life of one of America's foremost founding fathers and first Secretary of the Treasury, Alexander Hamilton. Captured live on Broadway from the Richard Rodgers Theater with the original Broadway cast.","Votes:
103,285"
"21.
Braveheart
(1995)",R,178 min,"Biography, Drama, History",8.3,"68        
        ",Scottish warrior William Wallace leads his countrymen in a rebellion to free his homeland from the tyranny of King Edward I of England.,"Votes:
1,060,325
| Gross:
$75.60M"
"22.
Chevalier
(2022)",PG-13,108 min,"Biography, Drama, History",6.5,"67        
        ","Based on factual story of composer Joseph Bologne, Chevalier de Saint-Georges, the illegitimate son of an African enslaved and a French plantation owner, who rises to heights in French society as a composer before an ill-fated love affair.","Votes:
4,040"
"23.
Black Hawk Down
(2001)",R,144 min,"Action, Drama, History",7.7,"74        
        ","The story of 160 elite U.S. soldiers who dropped into Mogadishu in October 1993 to capture two top lieutenants of a renegade warlord, but found themselves in a desperate battle with a large force of heavily armed Somalis.","Votes:
409,633
| Gross:
$108.64M"
"25.
Mary Queen of Scots
(2018)",R,124 min,"Biography, Drama, History",6.3,"60        
        ","Mary Stuart's (Saoirse Ronan's) attempt to overthrow her cousin Elizabeth I (Margot Robbie), Queen of England, finds her condemned to years of imprisonment before facing execution.","Votes:
53,012
| Gross:
$16.47M"
"26.
Hidden Figures
(2016)",PG,127 min,"Biography, Drama, History",7.8,"74        
        ",The story of a team of female African-American mathematicians who served a vital role in NASA during the early years of the U.S. space program.,"Votes:
242,764
| Gross:
$169.61M"
"28.
Blonde
(2022)",NC-17,167 min,"Drama, History, Romance",5.5,"50        
        ","The story of American actress Marilyn Monroe, covering her love and professional lives.","Votes:
67,122"
"29.
Pearl Harbor
(2001)",PG-13,183 min,"Action, Drama, History",6.2,"44        
        ",A tale of war and romance mixed in with history. The story follows two lifelong friends and a beautiful nurse who are caught up in the horror of an infamous Sunday morning in 1941.,"Votes:
342,529
| Gross:
$198.54M"
"30.
Kingdom of Heaven
(2005)",R,144 min,"Action, Adventure, Drama",7.2,"63        
        ","Balian of Ibelin travels to Jerusalem during the Crusades of the 12th century, and there he finds himself as the defender of the city and its people.","Votes:
298,393
| Gross:
$47.40M"
"31.
Greyhound
(2020)",PG-13,91 min,"Action, Drama, History",7,"64        
        ","Several months after the U.S. entry into World War II, an inexperienced U.S. Navy commander must lead an Allied convoy being stalked by a German submarine wolf pack.","Votes:
104,830"
"32.
The Thin Red Line
(1998)",R,170 min,"Drama, History, War",7.6,"78        
        ","Adaptation of James Jones' autobiographical 1962 novel, focusing on the conflict at Guadalcanal during the second World War.","Votes:
193,769
| Gross:
$36.40M"
"33.
The Last Duel
(2021)",R,152 min,"Action, Drama, History",7.4,"67        
        ",King Charles VI declares that Knight Jean de Carrouges settle his dispute with his squire by challenging him to a duel.,"Votes:
167,617
| Gross:
$10.85M"
"34.
The King
(I) (2019)",R,140 min,"Biography, Drama, History",7.3,"62        
        ","Hal, wayward prince and heir to the English throne, is crowned King Henry V after his tyrannical father dies. Now the young king must navigate palace politics, the war his father left behind, and the emotional strings of his past life.","Votes:
140,182"
"35.
13 Hours
(2016)",R,144 min,"Action, Drama, History",7.3,"48        
        ","During an attack on a U.S. compound in Libya, a security team struggles to make sense out of the chaos.","Votes:
151,822
| Gross:
$52.85M"
"36.
The Last Kingdom: Seven Kings Must Die
(2023)",TV-MA,111 min,"Action, Drama, History",6.9,"48        
        ","In the wake of King Edward's death, Uhtred of Bebbanburg and his comrades adventure across a fractured kingdom in the hopes of uniting England at last.","Votes:
29,166"
"37.
JFK
(1991)",R,189 min,"Drama, History, Thriller",8,"72        
        ",New Orleans District Attorney Jim Garrison discovers there's more to the Kennedy assassination than the official story.,"Votes:
162,990
| Gross:
$70.41M"
"38.
12 Strong
(2018)",R,130 min,"Action, Drama, History",6.5,"54        
        ","12 Strong tells the story of the first Special Forces team deployed to Afghanistan after 9/11; under the leadership of a new captain, the team must work with an Afghan warlord to take down the Taliban.","Votes:
87,389
| Gross:
$45.82M"
"40.
Boston Strangler
(2023)",R,112 min,"Crime, Drama, History",6.5,"58        
        ",Loretta McLaughlin was the reporter who first connected the murders and broke the story of the Boston Strangler. She and Jean Cole challenged the sexism of the early 1960s to report on the city's most notorious serial killer.,"Votes:
25,920"
"42.
Apollo 13
(I) (1995)",PG,140 min,"Adventure, Drama, History",7.7,"77        
        ",NASA must devise a strategy to return Apollo 13 to Earth safely after the spacecraft undergoes massive internal damage putting the lives of the three astronauts on board in jeopardy.,"Votes:
305,028
| Gross:
$173.84M"
"43.
Midway
(2019)",PG-13,138 min,"Action, Drama, History",6.7,"47        
        ","The story of the Battle of Midway, told by the leaders and the sailors who fought it.","Votes:
90,396
| Gross:
$56.85M"
"44.
The Great Escape
(1963)",Approved,172 min,"Adventure, Drama, History",8.2,"86        
        ",Allied prisoners of war plan for several hundred of their number to escape from a German camp during World War II.,"Votes:
250,808
| Gross:
$12.10M"
"46.
Zero Dark Thirty
(2012)",R,157 min,"Drama, History, Thriller",7.4,"95        
        ","A chronicle of the decade-long hunt for al-Qaeda terrorist leader Osama bin Laden after the September 2001 attacks, and his death at the hands of the Navy S.E.A.L.s Team 6 in May 2011.","Votes:
310,551
| Gross:
$95.72M"
"47.
12 Years a Slave
(2013)",R,134 min,"Biography, Drama, History",8.1,"96        
        ","In the antebellum United States, Solomon Northup, a free black man from upstate New York, is abducted and sold into slavery.","Votes:
719,145
| Gross:
$56.67M"
"48.
Downfall
(2004)",R,156 min,"Biography, Drama, History",8.2,"82        
        ","Traudl Junge, the final secretary for Adolf Hitler, tells of the Nazi dictator's final days in his Berlin bunker at the end of WWII.","Votes:
364,052
| Gross:
$5.51M"
"49.
The Impossible
(2012)",PG-13,114 min,"Adventure, Drama, History",7.5,"73        
        ",The story of a tourist family in Thailand caught in the destruction and chaotic aftermath of the 2004 Indian Ocean tsunami.,"Votes:
232,061
| Gross:
$19.02M"
"1.
Insidious: The Red Door
(2023)",PG-13,107 min,"Horror, Mystery, Thriller",6,"45        
        ",The Lamberts must go deeper into The Further than ever before to put their demons to rest once and for all.,"Votes:
9,911"
"2.
Run Rabbit Run
(2023)",TV-MA,100 min,"Horror, Thriller",5,"52        
        ","Sarah Snook plays a fertility doctor who believes firmly in life and death, but after noticing the strange behavior of her young daughter, she must challenge her own values and confront a ghost from her past.","Votes:
6,216"
"4.
Evil Dead Rise
(2023)",R,96 min,Horror,6.6,"69        
        ","A twisted tale of two estranged sisters whose reunion is cut short by the rise of flesh-possessing demons, thrusting them into a primal battle for survival as they face the most nightmarish version of family imaginable.","Votes:
96,897"
"5.
Bone Tomahawk
(2015)",Not Rated,132 min,"Drama, Horror, Western",7.1,"72        
        ","In the dying days of the old west, an elderly sheriff and his posse set out to rescue their town's doctor from cannibalistic cave dwellers.","Votes:
109,083"
"6.
X
(II) (2022)",R,105 min,"Horror, Mystery, Thriller",6.6,"79        
        ","In 1979, a group of young filmmakers set out to make an adult film in rural Texas, but when their reclusive, elderly hosts catch them in the act, the cast find themselves fighting for their lives.","Votes:
136,319"
"7.
Beau Is Afraid
(2023)",R,179 min,"Comedy, Drama, Horror",6.9,"63        
        ","Following the sudden death of his mother, a mild-mannered but anxiety-ridden man confronts his darkest fears as he embarks on an epic, Kafkaesque odyssey back home.","Votes:
31,376"
"9.
Insidious
(I) (2010)",PG-13,103 min,"Horror, Mystery, Thriller",6.8,"52        
        ",A family looks to prevent evil spirits from trapping their comatose child in a realm called The Further.,"Votes:
322,988
| Gross:
$54.01M"
"10.
Infinity Pool
(2023)",R,117 min,"Crime, Horror, Mystery",6.1,"72        
        ","James and Em Foster are enjoying an all-inclusive beach vacation in the fictional island of La Tolqa, when a fatal accident exposes the resort's perverse subculture of hedonistic tourism, reckless violence and surreal horrors.","Votes:
35,886"
"11.
Annihilation
(I) (2018)",R,115 min,"Adventure, Drama, Horror",6.8,"79        
        ","A biologist signs up for a dangerous, secret expedition into a mysterious zone where the laws of nature don't apply.","Votes:
343,050
| Gross:
$32.73M"
"12.
The Car
(1977)",PG,96 min,"Action, Horror, Mystery",6.1,"21        
        ","A small desert town is terrorized by a powerful, seemingly possessed car, and the local sheriff may be the only one who can stop it.","Votes:
11,200"
"13.
The Blackening
(2022)",R,97 min,"Comedy, Horror, Thriller",6.1,"69        
        ",Seven Black friends go away for the weekend and end up trapped in a cabin with a killer who has a vendetta. Will their street smarts and knowledge of horror movies help them stay alive? Probably not.,"Votes:
6,158"
"14.
M3GAN
(2022)",PG-13,102 min,"Horror, Sci-Fi, Thriller",6.4,"72        
        ",A robotics engineer at a toy company builds a life-like doll that begins to take on a life of its own.,"Votes:
112,267
| Gross:
$93.88M"
"15.
Renfield
(2023)",R,93 min,"Comedy, Fantasy, Horror",6.4,"53        
        ","Renfield, Dracula's henchman and inmate at the lunatic asylum for decades, longs for a life away from the Count, his various demands, and all of the bloodshed that comes with them.","Votes:
57,053"
"17.
The Menu
(2022)",R,107 min,"Comedy, Horror, Thriller",7.2,"71        
        ","A young couple travels to a remote island to eat at an exclusive restaurant where the chef has prepared a lavish menu, with some shocking surprises.","Votes:
332,125"
"18.
Midsommar
(2019)",R,148 min,"Drama, Horror, Mystery",7.1,"72        
        ",A couple travels to Northern Europe to visit a rural hometown's fabled Swedish mid-summer festival. What begins as an idyllic retreat quickly devolves into an increasingly violent and bizarre competition at the hands of a pagan cult.,"Votes:
359,043
| Gross:
$27.33M"
"20.
Scream VI
(2023)",R,122 min,"Horror, Mystery, Thriller",6.6,"61        
        ","In the next installment, the survivors of the Ghostface killings leave Woodsboro behind and start a fresh chapter in New York City.","Votes:
88,225"
"21.
The Boogeyman
(I) (2023)",PG-13,98 min,"Horror, Mystery, Thriller",6.1,"55        
        ","Still reeling from the tragic death of their mother, a teenage girl and her younger sister find themselves plagued by a sadistic presence in their house and struggle to get their grieving father to pay attention before it's too late.","Votes:
10,962"
"23.
The Pope's Exorcist
(2023)",R,103 min,"Horror, Thriller",6.1,"45        
        ","Follow Gabriele Amorth, the Vatican's leading exorcist, as he investigates the possession of a child and uncovers a conspiracy the Vatican has tried to keep secret.","Votes:
45,832"
"24.
Pearl
(2022)",R,103 min,"Drama, Horror, Thriller",7,"76        
        ","In 1918, a young woman on the brink of madness pursues stardom in a desperate attempt to escape the drudgery, isolation and lovelessness of life on her parents' farm.","Votes:
64,599"
"25.
Alien
(1979)",R,117 min,"Horror, Sci-Fi",8.5,"89        
        ",The crew of a commercial spacecraft encounters a deadly lifeform after investigating an unknown transmission.,"Votes:
909,257
| Gross:
$78.90M"
"26.
The Meg
(2018)",PG-13,113 min,"Action, Horror, Sci-Fi",5.6,"46        
        ",A group of scientists exploring the Marianas Trench encounter the largest marine predator that has ever existed - the Megalodon.,"Votes:
183,010
| Gross:
$143.01M"
"28.
Old
(2021)",PG-13,108 min,"Drama, Horror, Mystery",5.8,"55        
        ","A vacationing family discovers that the secluded beach where they're relaxing for a few hours is somehow causing them to age rapidly, reducing their entire lives into a single day.","Votes:
142,620
| Gross:
$48.28M"
"29.
The Wrath of Becky
(2023)",R,84 min,"Action, Horror, Thriller",6,"51        
        ","Two years after escaping a violent attack, a teenage girl must defend herself against a terrorist cell.","Votes:
4,931"
"30.
Barbarian
(2022)",R,102 min,"Horror, Mystery, Thriller",7,"78        
        ",A woman staying at an Airbnb discovers that the house she has rented is not what it seems.,"Votes:
153,362"
"31.
Talk to Me
(I) (2022)",R,94 min,"Horror, Thriller",7.5,"72        
        ","When a group of friends discover how to conjure spirits using an embalmed hand, they become hooked on the new thrill, until one of them goes too far and unleashes terrifying supernatural forces.","Votes:
1,051"
"32.
Insidious: The Last Key
(2018)",PG-13,103 min,"Horror, Mystery, Thriller",5.7,"49        
        ","Parapsychologist Dr. Elise Rainier faces her most fearsome and personal haunting yet, as she is drawn back to her ghostly childhood home where the terror began.","Votes:
65,486
| Gross:
$67.75M"
"33.
Nope
(2022)",R,130 min,"Horror, Mystery, Sci-Fi",6.8,"77        
        ",The residents of a lonely gulch in inland California bear witness to an uncanny and chilling discovery.,"Votes:
236,119
| Gross:
$123.28M"
"34.
The Shining
(1980)",R,146 min,"Drama, Horror",8.4,"66        
        ","A family heads to an isolated hotel for the winter where a sinister presence influences the father into violence, while his psychic son sees horrific forebodings from both past and future.","Votes:
1,056,605
| Gross:
$44.02M"
"37.
Knock at the Cabin
(2023)",R,100 min,"Horror, Mystery, Thriller",6.1,"63        
        ","While vacationing, a girl and her parents are taken hostage by armed strangers who demand that the family make a choice to avert the apocalypse.","Votes:
83,750"
"38.
Insidious: Chapter 2
(2013)",PG-13,106 min,"Horror, Mystery, Thriller",6.5,"40        
        ","The Lamberts believe that they have defeated the spirits that have haunted their family, but they soon discover that evil is not beaten so easily.","Votes:
179,565
| Gross:
$83.59M"
"39.
American Psycho
(2000)",R,102 min,"Crime, Drama, Horror",7.6,"64        
        ","A wealthy New York City investment banking executive, Patrick Bateman, hides his alternate psychopathic ego from his co-workers and friends as he delves deeper into his violent, hedonistic fantasies.","Votes:
663,745
| Gross:
$15.07M"
"40.
Insidious: Chapter 3
(2015)",PG-13,97 min,"Horror, Mystery, Thriller",6.1,"52        
        ",A prequel set before the haunting of the Lambert family that reveals how gifted psychic Elise Rainier reluctantly agrees to use her ability to contact the dead in order to help a teenage girl who has been targeted by a dangerous supernatural entity.,"Votes:
111,134
| Gross:
$52.22M"
"41.
Hereditary
(2018)",R,127 min,"Drama, Horror, Mystery",7.3,"87        
        ",A grieving family is haunted by tragic and disturbing occurrences.,"Votes:
346,501
| Gross:
$44.07M"
"42.
Smile
(V) (2022)",R,115 min,"Horror, Mystery, Thriller",6.5,"68        
        ","After witnessing a bizarre, traumatic incident involving a patient, a psychiatrist becomes increasingly convinced she is being threatened by an uncanny entity.","Votes:
134,047"
"43.
The Conjuring
(2013)",R,112 min,"Horror, Mystery, Thriller",7.5,"68        
        ",Paranormal investigators Ed and Lorraine Warren work to help a family terrorized by a dark presence in their farmhouse.,"Votes:
528,629
| Gross:
$137.40M"
"44.
Bird Box: Barcelona
(2023)",TV-MA,112 min,"Horror, Mystery, Sci-Fi",5.4,"45        
        ","After an entity of mysterious origin annihilates the world's population causing those who observe it to take their lives, Sebastián and his daughter begin their own great adventure of survival in Barcelona.","Votes:
4,222"
"45.
Jaws 2
(1978)",PG,116 min,"Adventure, Horror, Thriller",5.8,"51        
        ",Police chief Brody must protect the citizens of Amity after a second monstrous shark begins terrorizing the waters.,"Votes:
81,580
| Gross:
$102.92M"
"46.
Scream
(I) (2022)",R,114 min,"Horror, Mystery, Thriller",6.3,"60        
        ","25 years after a streak of brutal murders shocked the quiet town of Woodsboro, Calif., a new killer dons the Ghostface mask and begins targeting a group of teenagers to resurrect secrets from the town's deadly past.","Votes:
140,305
| Gross:
$81.64M"
"47.
Winnie the Pooh: Blood and Honey
(2023)",Not Rated,84 min,Horror,2.9,"16        
        ","After Christopher Robin abandons them for college, Pooh and Piglet embark on a bloody rampage as they search for a new source of food.","Votes:
18,631"
"48.
Terrifier 2
(2022)",Not Rated,138 min,Horror,6.1,"59        
        ","After being resurrected by a sinister entity, Art the Clown returns to the timid town of Miles County where he targets a teenage girl and her younger brother on Halloween night.","Votes:
37,608"
"49.
The Nun
(2018)",R,96 min,"Horror, Mystery, Thriller",5.3,"46        
        ",A priest with a haunted past and a novice on the threshold of her final vows are sent by the Vatican to investigate the death of a young nun in Romania and confront a malevolent force in the form of a demonic nun.,"Votes:
149,582
| Gross:
$117.45M"
"50.
Get Out
(I) (2017)",R,104 min,"Horror, Mystery, Thriller",7.8,"85        
        ","A young African-American visits his White girlfriend's parents for the weekend, where his simmering uneasiness about their reception of him eventually reaches a boiling point.","Votes:
646,604
| Gross:
$176.04M"
"2.
A Star Is Born
(2018)",R,136 min,"Drama, Music, Romance",7.6,"88        
        ",A musician helps a young singer find fame as age and alcoholism send his own career into a downward spiral.,"Votes:
400,645
| Gross:
$215.29M"
"3.
Whiplash
(2014)",R,106 min,"Drama, Music",8.5,"89        
        ",A promising young drummer enrolls at a cut-throat music conservatory where his dreams of greatness are mentored by an instructor who will stop at nothing to realize a student's potential.,"Votes:
914,839
| Gross:
$13.09M"
"4.
Tár
(2022)",R,158 min,"Drama, Music",7.5,"92        
        ","Set in the international world of Western classical music, the film centers on Lydia Tár, widely considered one of the greatest living composer-conductors and the very first female director of a major German orchestra.","Votes:
76,843"
"5.
Yankee Doodle Dandy
(1942)",Passed,126 min,"Biography, Drama, Family",7.6,"89        
        ","The life of the renowned musical composer, playwright, actor, dancer, and singer George M. Cohan.","Votes:
16,433
| Gross:
$11.80M"
"6.
Amadeus
(1984)",R,160 min,"Biography, Drama, Music",8.4,"88        
        ","The life, success and troubles of Wolfgang Amadeus Mozart, as told by Antonio Salieri, the contemporaneous composer who was deeply jealous of Mozart's talent and claimed to have murdered him.","Votes:
412,155
| Gross:
$51.97M"
"7.
Dirty Dancing
(I) (1987)",PG-13,100 min,"Drama, Music, Romance",7,"65        
        ","Spending the summer at a Catskills resort with her family, Frances ""Baby"" Houseman falls in love with the camp's dance instructor, Johnny Castle.","Votes:
244,355
| Gross:
$0.62M"
"8.
Weird: The Al Yankovic Story
(2022)",TV-14,108 min,"Comedy, Crime, Music",6.9,"70        
        ","Explores every facet of Yankovic's life, from his meteoric rise to fame with early hits like 'Eat It' and 'Like a Surgeon' to his torrid celebrity love affairs and famously depraved lifestyle.","Votes:
31,760"
"9.
La La Land
(2016)",PG-13,128 min,"Comedy, Drama, Music",8,"94        
        ","While navigating their careers in Los Angeles, a pianist and an actress fall in love while attempting to reconcile their aspirations for the future.","Votes:
621,179
| Gross:
$151.10M"
"10.
Chevalier
(2022)",PG-13,108 min,"Biography, Drama, History",6.5,"67        
        ","Based on factual story of composer Joseph Bologne, Chevalier de Saint-Georges, the illegitimate son of an African enslaved and a French plantation owner, who rises to heights in French society as a composer before an ill-fated love affair.","Votes:
4,040"
"11.
Baby Driver
(2017)",R,113 min,"Action, Crime, Drama",7.6,"86        
        ","After being coerced into working for a crime boss, a young getaway driver finds himself taking part in a heist doomed to fail.","Votes:
572,640
| Gross:
$107.83M"
"12.
Elvis
(2022)",PG-13,159 min,"Biography, Drama, Music",7.3,"64        
        ","The life of American music icon Elvis Presley, from his childhood to becoming a rock and movie star in the 1950s while maintaining a complex relationship with his manager, Colonel Tom Parker.","Votes:
211,573
| Gross:
$151.04M"
"13.
School of Rock
(2003)",PG-13,109 min,"Comedy, Music",7.2,"82        
        ","After being kicked out of his rock band, Dewey Finn becomes a substitute teacher of an uptight elementary private school, only to try and turn his class into a rock band.","Votes:
318,136
| Gross:
$81.26M"
"15.
Pitch Perfect
(2012)",PG-13,112 min,"Comedy, Music, Romance",7.1,"66        
        ","Beca, a freshman at Barden University, is cajoled into joining The Bellas, her school's all-girls singing group. Injecting some much needed energy into their repertoire, The Bellas take on their male rivals in a campus competition.","Votes:
319,335
| Gross:
$65.00M"
"16.
Green Book
(2018)",PG-13,130 min,"Biography, Comedy, Drama",8.2,"69        
        ",A working-class Italian-American bouncer becomes the driver for an African-American classical pianist on a tour of venues through the 1960s American South.,"Votes:
525,152
| Gross:
$85.08M"
"17.
The Pianist
(2002)",R,150 min,"Biography, Drama, Music",8.5,"85        
        ",A Polish Jewish musician struggles to survive the destruction of the Warsaw ghetto of World War II.,"Votes:
862,741
| Gross:
$32.57M"
"18.
Bohemian Rhapsody
(2018)",PG-13,134 min,"Biography, Drama, Music",7.9,"49        
        ","The story of the legendary British rock band Queen and lead singer Freddie Mercury, leading up to their famous performance at Live Aid (1985).","Votes:
559,933
| Gross:
$216.43M"
"19.
Coco
(I) (2017)",PG,105 min,"Animation, Adventure, Drama",8.4,"81        
        ","Aspiring musician Miguel, confronted with his family's ancestral ban on music, enters the Land of the Dead to find his great-great-grandfather, a legendary singer.","Votes:
542,396
| Gross:
$209.73M"
"20.
Purple Hearts
(2022)",TV-14,122 min,"Drama, Music, Romance",6.7,"30        
        ","In spite of their many differences, Cassie, a struggling singer-songwriter, and Luke, a troubled Marine, agree to marry solely for military benefits. But when tragedy strikes, the line between real and pretend begins to blur.","Votes:
44,014"
"22.
Vengeance
(II) (2022)",R,107 min,"Comedy, Music, Mystery",6.8,"65        
        ",A writer from New York City attempts to solve the murder of a girl he hooked up with and travels down south to investigate the circumstances of her death and discover what happened to her.,"Votes:
28,700"
"23.
Almost Famous
(2000)",R,122 min,"Adventure, Comedy, Drama",7.9,"90        
        ",A high-school boy in the early 1970s is given the chance to write a story for Rolling Stone magazine about an up-and-coming rock band as he accompanies them on their concert tour.,"Votes:
285,076
| Gross:
$32.53M"
"24.
CODA
(2021)",PG-13,111 min,"Comedy, Drama, Music",8,"72        
        ","As a CODA (Child of Deaf Adults) Ruby is the only hearing person in her deaf family. When the family's fishing business is threatened, Ruby finds herself torn between pursuing her passion at Berklee College of Music and her fear of abandoning her parents.","Votes:
148,408"
"25.
Whitney Houston: I Wanna Dance with Somebody
(2022)",PG-13,144 min,"Biography, Drama, Music",6.6,"51        
        ","A joyous, emotional, heartbreaking celebration of the life and music of Whitney Houston, one of the greatest female R&B pop vocalists of all time, tracking her journey from obscurity to musical super stardom.","Votes:
17,995"
"26.
Coyote Ugly
(2000)",PG-13,100 min,"Comedy, Drama, Music",5.7,"27        
        ","Aspiring songwriter Violet Sanford, after getting a job at a women-run NYC bar that teases its male patrons, comes out of her shell.","Votes:
118,390
| Gross:
$60.79M"
"27.
The Wedding Singer
(1998)",PG-13,97 min,"Comedy, Music, Romance",6.9,"59        
        ","Robbie, a singer, and Julia, a waitress, are both engaged, but to the wrong people. Fortune intervenes to help them discover each other.","Votes:
156,890
| Gross:
$80.25M"
